Company,Best profit,Profit cumulee,TP optimal,SL optimal,levier optimal,dureeMax optimal,montantInvestit optimal,perfNormalisee optimal,NB trades,NB TP reached,NB SL reached,NB Duree max reached,TP values,SL values,levier values,Duree max values,montantInvestit values,perfNormalisee values,Date
hubbellInc,,,,,,,,,,,,,,,,,,,2025-06-28
humanaInc,,,,,,,,,,,,,,,,,,,2025-06-28
huntingtonBancsharesIncorpora,,,,,,,,,,,,,,,,,,,2025-06-28
huntingtonIngallsIndustries,,,,,,,,,,,,,,,,,,,2025-06-28
idexCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
illinoisToolWorksInc,,,,,,,,,,,,,,,,,,,2025-06-28
infineonTechnologiesAgN,,,,,,,,,,,,,,,,,,,2025-06-28
ingersollRandInc,,,,,,,,,,,,,,,,,,,2025-06-28
intercontinentalExchangeInc,,,,,,,,,,,,,,,,,,,2025-06-28
internationalBusinessMachines,,,,,,,,,,,,,,,,,,,2025-06-28
internationalFlavorsFragran,,,,,,,,,,,,,,,,,,,2025-06-28
interpublicGroupOfCompanies,,,,,,,,,,,,,,,,,,,2025-06-28
intuitInc,,,,,,,,,,,,,,,,,,,2025-06-28
invescoLtd,,,,,,,,,,,,,,,,,,,2025-06-28
invescoTaxableMunicipalBond,,,,,,,,,,,,,,,,,,,2025-06-28
invitationHomesInc,,,,,,,,,,,,,,,,,,,2025-06-28
jabilInc,,,,,,,,,,,,,,,,,,,2025-06-28
jackHenryAssociatesInc,,,,,,,,,,,,,,,,,,,2025-06-28
jacobsSolutionsInc,,,,,,,,,,,,,,,,,,,2025-06-28
jBHuntTransportServicesI,,,,,,,,,,,,,,,,,,,2025-06-28
johnsonJohnson,,,,,,,,,,,,,,,,,,,2025-06-28
jpMorganChaseCo,,,,,,,,,,,,,,,,,,,2025-06-28
juniperNetworksInc,,,,,,,,,,,,,,,,,,,2025-06-28
kellanova,,,,,,,,,,,,,,,,,,,2025-06-28
kenvueInc,,,,,,,,,,,,,,,,,,,2025-06-28
keycorp,,,,,,,,,,,,,,,,,,,2025-06-28
kimberlyClarkCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
kinderMorganInc,,,,,,,,,,,,,,,,,,,2025-06-28
krogerCompanyThe,,,,,,,,,,,,,,,,,,,2025-06-28
l3HarrisTechnologiesInc,,,,,,,,,,,,,,,,,,,2025-06-28
labcorpHoldingsInc,,,,,,,,,,,,,,,,,,,2025-06-28
lambWestonHoldingsInc,,,,,,,,,,,,,,,,,,,2025-06-28
lamResearchCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
lennarCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
lennoxInternationalInc,,,,,,,,,,,,,,,,,,,2025-06-28
lindePlc,,,,,,,,,,,,,,,,,,,2025-06-28
lkqCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
lockheedMartinCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
loewsCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
loweSCompaniesInc,,,,,,,,,,,,,,,,,,,2025-06-28
lvmh,,,,,,,,,,,,,,,,,,,2025-06-28
marathonPetroleumCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
marketaxessHoldingsInc,,,,,,,,,,,,,,,,,,,2025-06-28
marriottInternational,,,,,,,,,,,,,,,,,,,2025-06-28
marshMclennanCompaniesInc,,,,,,,,,,,,,,,,,,,2025-06-28
martinMariettaMaterialsInc,,,,,,,,,,,,,,,,,,,2025-06-28
mascoCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
mastercardIncorporated,,,,,,,,,,,,,,,,,,,2025-06-28
mccormickCompanyIncorporat,,,,,,,,,,,,,,,,,,,2025-06-28
mckessonCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
medtronicPlc,,,,,,,,,,,,,,,,,,,2025-06-28
merckCompanyInc,,,,,,,,,,,,,,,,,,,2025-06-28
merckKgaaI,,,,,,,,,,,,,,,,,,,2025-06-28
metaPlatformsInc,,,,,,,,,,,,,,,,,,,2025-06-28
metlifeInc,,,,,,,,,,,,,,,,,,,2025-06-28
microchipTechnologyIncorporat,,,,,,,,,,,,,,,,,,,2025-06-28
micronTechnologyInc,,,,,,,,,,,,,,,,,,,2025-06-28
midAmericaApartmentCommuniti,,,,,,,,,,,,,,,,,,,2025-06-28
molsonCoorsBeverageCompany,,,,,,,,,,,,,,,,,,,2025-06-28
moodySCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
mosaicCompanyThe,,,,,,,,,,,,,,,,,,,2025-06-28
motorolaSolutionsInc,,,,,,,,,,,,,,,,,,,2025-06-28
msciInc,,,,,,,,,,,,,,,,,,,2025-06-28
mTBankCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
nasdaqInc,,,,,,,,,,,,,,,,,,,2025-06-28
netappInc,,,,,,,,,,,,,,,,,,,2025-06-28
newmontCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
newsCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
nexteraEnergyInc,,,,,,,,,,,,,,,,,,,2025-06-28
nikeInc,,,,,,,,,,,,,,,,,,,2025-06-28
nisourceInc,,,,,,,,,,,,,,,,,,,2025-06-28
nordsonCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
norfolkSouthernCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
northernTrustCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
northropGrummanCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
nrgEnergyInc,,,,,,,,,,,,,,,,,,,2025-06-28
nucorCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
nvidiaCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
nxpSemiconductorsNV,,,,,,,,,,,,,,,,,,,2025-06-28
oldDominionFreightLineInc,,,,,,,,,,,,,,,,,,,2025-06-28
omnicomGroupInc,,,,,,,,,,,,,,,,,,,2025-06-28
oracleCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
otisWorldwideCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
pacificGasElectricCo,,,,,,,,,,,,,,,,,,,2025-06-28
packagingCorporationOfAmeric,,,,,,,,,,,,,,,,,,,2025-06-28
parkerHannifinCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
paychexInc,,,,,,,,,,,,,,,,,,,2025-06-28
paycomSoftwareInc,,,,,,,,,,,,,,,,,,,2025-06-28
pentairPlc,,,,,,,,,,,,,,,,,,,2025-06-28
pepsicoInc,,,,,,,,,,,,,,,,,,,2025-06-28
pernodRicard,,,,,,,,,,,,,,,,,,,2025-06-28
pfizer,,,,,,,,,,,,,,,,,,,2025-06-28
pfizerInc,,,,,,,,,,,,,,,,,,,2025-06-28
philipMorrisInternationalInc,,,,,,,,,,,,,,,,,,,2025-06-28
phillips66,,,,,,,,,,,,,,,,,,,2025-06-28
pinnacleWestCapitalCorporati,,,,,,,,,,,,,,,,,,,2025-06-28
pncFinancialServicesGroupI,,,,,,,,,,,,,,,,,,,2025-06-28
poolCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
ppgIndustriesInc,,,,,,,,,,,,,,,,,,,2025-06-28
pplCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
procterGambleCompanyThe,,,,,,,,,,,,,,,,,,,2025-06-28
prologisInc,,,,,,,,,,,,,,,,,,,2025-06-28
publicServiceEnterpriseGroup,,,,,,,,,,,,,,,,,,,2025-06-28
pultegroupInc,,,,,,,,,,,,,,,,,,,2025-06-28
qualcommIncorporated,,,,,,,,,,,,,,,,,,,2025-06-28
quantaServicesInc,,,,,,,,,,,,,,,,,,,2025-06-28
questDiagnosticsIncorporated,,,,,,,,,,,,,,,,,,,2025-06-28
ralphLaurenCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
raymondJamesFinancialInc,,,,,,,,,,,,,,,,,,,2025-06-28
realtyIncomeCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
regencyCentersCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
regeneronPharmaceuticalsInc,,,,,,,,,,,,,,,,,,,2025-06-28
regionsFinancialCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
republicServicesInc,,,,,,,,,,,,,,,,,,,2025-06-28
resmedInc,,,,,,,,,,,,,,,,,,,2025-06-28
revvityInc,,,,,,,,,,,,,,,,,,,2025-06-28
rockwellAutomationInc,,,,,,,,,,,,,,,,,,,2025-06-28
rollinsInc,,,,,,,,,,,,,,,,,,,2025-06-28
roperTechnologiesInc,,,,,,,,,,,,,,,,,,,2025-06-28
rossStoresInc,,,,,,,,,,,,,,,,,,,2025-06-28
royalCaribbeanCruisesLtd,,,,,,,,,,,,,,,,,,,2025-06-28
rtxCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
safran,,,,,,,,,,,,,,,,,,,2025-06-28
salesforceInc,,,,,,,,,,,,,,,,,,,2025-06-28
sbaCommunicationsCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
schlumbergerNV,,,,,,,,,,,,,,,,,,,2025-06-28
shellPlc,,,,,,,,,,,,,,,,,,,2025-06-28
sherwinWilliamsCompanyThe,,,,,,,,,,,,,,,,,,,2025-06-28
siemensHealthineersAgN,,,,,,,,,,,,,,,,,,,2025-06-28
simonPropertyGroupInc,,,,,,,,,,,,,,,,,,,2025-06-28
skyworksSolutionsInc,,,,,,,,,,,,,,,,,,,2025-06-28
smurfitWestrockPlc,,,,,,,,,,,,,,,,,,,2025-06-28
snapOnIncorporated,,,,,,,,,,,,,,,,,,,2025-06-28
southernCompanyThe,,,,,,,,,,,,,,,,,,,2025-06-28
southwestAirlinesCompany,,,,,,,,,,,,,,,,,,,2025-06-28
stanleyBlackDeckerInc,,,,,,,,,,,,,,,,,,,2025-06-28
starbucksCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
stateStreetCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
steelDynamicsInc,,,,,,,,,,,,,,,,,,,2025-06-28
stmicroelectronics,,,,,,,,,,,,,,,,,,,2025-06-28
strykerCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
synchronyFinancial,,,,,,,,,,,,,,,,,,,2025-06-28
syscoCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
tapestryInc,,,,,,,,,,,,,,,,,,,2025-06-28
target,,,,,,,,,,,,,,,,,,,2025-06-28
targetCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
teConnectivityPlc,,,,,,,,,,,,,,,,,,,2025-06-28
teradyneInc,,,,,,,,,,,,,,,,,,,2025-06-28
texasInstrumentsIncorporated,,,,,,,,,,,,,,,,,,,2025-06-28
texasPacificLandCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
textronInc,,,,,,,,,,,,,,,,,,,2025-06-28
theAesCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
theBankOfNewYorkMellonCor,,,,,,,,,,,,,,,,,,,2025-06-28
theCampbellSCompany,,,,,,,,,,,,,,,,,,,2025-06-28
theCignaGroup,,,,,,,,,,,,,,,,,,,2025-06-28
theHersheyCompany,,,,,,,,,,,,,,,,,,,2025-06-28
theKraftHeinzCompany,,,,,,,,,,,,,,,,,,,2025-06-28
thermoFisherScientificInc,,,,,,,,,,,,,,,,,,,2025-06-28
theTravelersCompaniesInc,,,,,,,,,,,,,,,,,,,2025-06-28
tjxCompaniesIncThe,,,,,,,,,,,,,,,,,,,2025-06-28
tractorSupplyCompany,,,,,,,,,,,,,,,,,,,2025-06-28
tradewebMarketsInc,,,,,,,,,,,,,,,,,,,2025-06-28
traneTechnologiesPlc,,,,,,,,,,,,,,,,,,,2025-06-28
tRowePriceGroupInc,,,,,,,,,,,,,,,,,,,2025-06-28
tysonFoodsInc,,,,,,,,,,,,,,,,,,,2025-06-28
unionPacificCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
unitedhealthGroupIncorporated,,,,,,,,,,,,,,,,,,,2025-06-28
unitedParcelServiceInc,,,,,,,,,,,,,,,,,,,2025-06-28
unitedRentalsInc,,,,,,,,,,,,,,,,,,,2025-06-28
universalHealthServicesInc,,,,,,,,,,,,,,,,,,,2025-06-28
uSBancorp,,,,,,,,,,,,,,,,,,,2025-06-28
valeroEnergyCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
veraltoCorp,,,,,,,,,,,,,,,,,,,2025-06-28
veriskAnalyticsInc,,,,,,,,,,,,,,,,,,,2025-06-28
verizon,,,,,,,,,,,,,,,,,,,2025-06-28
verizonCommunicationsInc,,,,,,,,,,,,,,,,,,,2025-06-28
viatrisInc,,,,,,,,,,,,,,,,,,,2025-06-28
viciPropertiesInc,,,,,,,,,,,,,,,,,,,2025-06-28
visaInc,,,,,,,,,,,,,,,,,,,2025-06-28
vulcanMaterialsCompanyHoldi,,,,,,,,,,,,,,,,,,,2025-06-28
walmartInc,,,,,,,,,,,,,,,,,,,2025-06-28
waltDisneyCompanyThe,,,,,,,,,,,,,,,,,,,2025-06-28
wasteManagementInc,,,,,,,,,,,,,,,,,,,2025-06-28
wecEnergyGroupInc,,,,,,,,,,,,,,,,,,,2025-06-28
wellsFargoCompany,,,,,,,,,,,,,,,,,,,2025-06-28
welltowerInc,,,,,,,,,,,,,,,,,,,2025-06-28
westernDigitalCorporation,,,,,,,,,,,,,,,,,,,2025-06-28
westinghouseAirBrakeTechnolo,,,,,,,,,,,,,,,,,,,2025-06-28
westPharmaceuticalServicesI,,,,,,,,,,,,,,,,,,,2025-06-28
williamsSonomaInc,,,,,,,,,,,,,,,,,,,2025-06-28
willisTowersWatsonPublicLim,,,,,,,,,,,,,,,,,,,2025-06-28
wWGraingerInc,,,,,,,,,,,,,,,,,,,2025-06-28
xcelEnergyInc,,,,,,,,,,,,,,,,,,,2025-06-28
xylemInc,,,,,,,,,,,,,,,,,,,2025-06-28
yumBrandsInc,,,,,,,,,,,,,,,,,,,2025-06-28
zimmerBiometHoldingsInc,,,,,,,,,,,,,,,,,,,2025-06-28
zoetisInc,,,,,,,,,,,,,,,,,,,2025-06-28
